id_aluno;ano;nome;genero;idade;ano_nascimento;ano_ingresso;anos_na_pm;instituicao;escola;turma;fase;fase_ideal;defasagem;defasado;nivel_defasagem;inde;pedra;IAA;IEG;IPS;IPP;IDA;IPV;IAN;nota_mat;nota_por;nota_ing;qtd_avaliadores;rank_geral;rank_fase;rank_turma;atingiu_pv;indicado_bolsa;defasagem_original;ano_ingresso_declarado;ingresso_inconsistente;n_anos_observados
RA-321;2024;Aluno-321;F;14,0;2010,0;2022;2;Pública;EE Donizetti Aparecido Leite Professor;5N;5,0;4,0;1,0;False;Adiantado;8,125807932933334;Topázio;7,917;9,534706331;6,26;8,125;7,166666666666667;7,776666667;10,0;6,0;6,0;9,5;3,0;;;;;;1;2022;False;3
RA-322;2022;Aluno-322;F;13,0;2009,0;2022;0;Pública;;N;3,0;3,0;0,0;False;Adequado;6,859;Ágata;7,1;8,1;5,0;;4,7;6,778;10,0;4,3;5,7;4,0;3,0;536;70;8;False;False;0;2022;False;2
RA-322;2023;Aluno-322;F;14,0;2009,0;2022;1;Pública;;4N;4,0;4,0;0,0;False;Adequado;7,037808333;Ametista;6,7;8,3;2,52;7,96875;5,3;8,045;10,0;4,0;5,5;6,3;4,0;;;;;;0;2022;False;2
RA-323;2022;Aluno-323;M;13,0;2009,0;2022;0;Pública;;N;3,0;3,0;0,0;False;Adequado;6,86;Ágata;9,2;7,3;7,5;;3,4;6,611;10,0;7,3;2,5;0,5;3,0;535;69;7;False;False;0;2022;False;1
RA-324;2022;Aluno-324;F;10,0;2012,0;2022;0;Pública;;A;2,0;2,0;0,0;False;Adequado;8,27;Topázio;10,0;9,3;6,9;;6,8;8,611;10,0;6,3;7,2;;3,0;66;6;1;True;True;0;2022;False;2
RA-324;2023;Aluno-324;F;11,0;2012,0;2022;1;Pública;;2D;2,0;2,0;0,0;False;Adequado;7,6354;Ametista;5,8;9,0;2,52;8,125;8,4;7,5875;10,0;8,0;8,7;;3,0;;;;;;0;2022;False;2
RA-325;2022;Aluno-325;M;10,0;2012,0;2022;0;Pública;;A;2,0;2,0;0,0;False;Adequado;7,619;Ametista;9,5;6,8;7,5;;6,0;8,444;10,0;6,0;6,0;;3,0;265;42;6;True;True;0;2022;False;3
RA-325;2023;Aluno-325;M;11,0;2012,0;2022;1;Pública;;2D;2,0;2,0;0,0;False;Adequado;6,243;Ágata;0,0;7,1;5,0;8,125;5,6;7,0025;10,0;3,8;7,3;;3,0;;;;;;0;2022;False;3
RA-325;2024;Aluno-325;M;12,0;2012,0;2022;2;Pública;EE Paschoal Carlos Magno;3C;3,0;3,0;0,0;False;Adequado;8,385133333233336;Topázio;9,168;9,866666666666667;7,51;8,333333333;7,0;7,553333333;10,0;7,0;5,5;8,5;3,0;;;;;;0;2022;False;3
RA-326;2022;Aluno-326;F;12,0;2010,0;2022;0;Pública;;A;2,0;3,0;-1,0;True;Moderada (1);8,22;Topázio;10,0;9,7;5,0;;9,0;8,944;5,0;8,7;9,3;;3,0;80;9;2;True;True;-1;2022;False;3
RA-326;2023;Aluno-326;F;13,0;2010,0;2022;1;Privada;;3A;3,0;3,0;0,0;False;Adequado;8,65075;Topázio;9,6;9,4;3,14;9,0625;8,2;9,76;10,0;8,3;7,5;8,8;4,0;;;;;;0;2022;False;3
RA-326;2024;Aluno-326;F;14,0;2010,0;2022;2;Privada;Recanto Betânia Centro Educacional;4A;4,0;3,0;1,0;False;Adiantado;8,832389092333335;Topázio;9,168;8,973112128333334;6,26;8,875;9,333333333333334;8,704;10,0;10,0;9,0;9,0;5,0;;;;;;1;2022;False;3
RA-327;2022;Aluno-327;M;11,0;2011,0;2021;1;Pública;;A;2,0;2,0;0,0;False;Adequado;6,986;Ágata;8,5;8,8;7,5;;2,8;7,333;10,0;2,3;3,2;;3,0;491;72;7;False;False;0;2021;False;1
RA-328;2022;Aluno-328;M;12,0;2010,0;2020;2;Pública;;A;2,0;3,0;-1,0;True;Moderada (1);6,823;Ágata;10,0;7,0;7,5;;5,3;7,5;5,0;4,0;6,5;;3,0;548;86;8;False;False;-1;2020;False;1
RA-329;2022;Aluno-329;M;11,0;2011,0;2019;3;Pública;;A;2,0;2,0;0,0;False;Adequado;6,313;Ágata;7,4;6,9;4,4;;5,0;5,778;10,0;3,0;7,0;;3,0;683;126;12;False;False;0;2019;False;1
RA-33;2022;Aluno-33;F;17,0;2005,0;2020;2;Pública;;A;6,0;7,0;-1,0;True;Moderada (1);4,952;Quartzo;0,0;4,6;7,5;;4,8;6,0;5,0;9,0;1,6;3,7;4,0;824;17;17;False;False;-1;2020;False;1
RA-330;2022;Aluno-330;F;14,0;2008,0;2018;4;Pública;;A;2,0;4,0;-2,0;True;Alta (2);6,446;Ágata;9,5;8,8;7,5;;2,5;7,056;5,0;2,3;2,7;;3,0;651;116;11;False;False;-2;2018;False;2
RA-330;2023;Aluno-330;F;15,0;2008,0;2018;5;Pública;;3A;3,0;5,0;-2,0;True;Alta (2);6,084875;Ágata;9,6;7,2;6,89;6,71875;3,3;5,8275;5,0;3,8;3,8;2,3;4,0;;;;;;-2;2018;False;2
RA-331;2022;Aluno-331;F;12,0;2010,0;2019;3;Pública;;A;2,0;3,0;-1,0;True;Moderada (1);6,636;Ágata;9,0;8,7;7,5;;3,7;6,944;5,0;2,3;5,0;;3,0;613;105;10;False;False;-1;2019;True;3
RA-331;2023;Aluno-331;F;13,0;2010,0;2019;4;Pública;;3B;3,0;3,0;0,0;False;Adequado;7,039791667;Ametista;9,6;8,6;2,52;7,03125;5,2;6,7975;10,0;5,7;4,8;5,2;4,0;;;;;;0;2019;True;3
RA-331;2024;Aluno-331;F;14,0;2010,0;2019;5;Pública;EE Leonice de Aquino Oliveira;3B;3,0;4,0;-1,0;True;Moderada (1);6,231045707066668;Ágata;8,751;7,735353535333334;8,755;6,09375;3,5;5,62;5,0;4,0;3,5;3,0;4,0;;;;;;-1;2021;True;3
RA-332;2022;Aluno-332;M;13,0;2009,0;2017;5;Privada - Parceira;;A;2,0;3,0;-1,0;True;Moderada (1);7,883;Ametista;9,5;9,0;8,1;;7,5;8,5;5,0;7,5;7,5;;3,0;176;27;5;True;False;-1;2017;True;3
RA-332;2023;Aluno-332;M;14,0;2009,0;2017;6;Privada - Apadrinhamento;;3A;3,0;4,0;-1,0;True;Moderada (1);8,002591667;Topázio;9,2;8,4;8,76;8,28125;6,8;9,175;5,0;6,3;7,7;6,5;4,0;;;;;;-1;2017;True;3
RA-332;2024;Aluno-332;M;15,0;2009,0;2017;7;Privada - Apadrinhamento;Colégio Arco Íris Evolução;4A;4,0;3,0;1,0;False;Adiantado;8,421271701;Topázio;9,585;7,605358505000001;9,38;8,625;7,0;8,706;10,0;7,0;7,0;7,0;5,0;;;;;;1;2021;True;3
RA-333;2022;Aluno-333;M;14,0;2008,0;2018;4;Privada - Parceira;;A;2,0;4,0;-2,0;True;Alta (2);5,249;Quartzo;8,0;5,8;3,8;;2,9;6,722;5,0;0,2;5,7;;3,0;807;153;13;False;False;-2;2018;False;1
RA-334;2022;Aluno-334;F;11,0;2011,0;2019;3;Privada - Parceira;;A;2,0;2,0;0,0;False;Adequado;7,961;Ametista;6,9;9,2;4,4;;8,0;8,722;10,0;7,0;9,0;;3,0;151;20;3;True;False;0;2019;False;1
RA-335;2022;Aluno-335;M;10,0;2012,0;2022;0;Pública;;A;2,0;2,0;0,0;False;Adequado;7,902;Ametista;9,5;9,4;7,5;;7,4;6,833;10,0;5,8;9,0;;3,0;168;25;4;False;False;0;2022;False;1
RA-336;2022;Aluno-336;M;13,0;2009,0;2016;6;Pública;;A;2,0;3,0;-1,0;True;Moderada (1);6,787;Ágata;9,5;8,5;4,4;;5,1;7,889;5,0;4,5;5,7;;3,0;560;87;9;False;False;-1;2016;True;3
RA-336;2023;Aluno-336;M;14,0;2009,0;2016;7;Pública;;3B;3,0;4,0;-1,0;True;Moderada (1);5,887708333;Quartzo;0,0;7,5;6,89;7,34375;5,1;7,255;5,0;6,7;5,2;3,3;4,0;;;;;;-1;2016;True;3
RA-336;2024;Aluno-336;M;15,0;2009,0;2016;8;Pública;EE Mario Francisco de Amorim;4A;4,0;4,0;0,0;False;Adequado;6,834286748466667;Ágata;7,5;5,512100409000001;6,26;7,5;5,833333333333333;7,196;10,0;6,0;6,5;5,0;5,0;;;;;;0;2021;True;3
RA-337;2022;Aluno-337;M;11,0;2011,0;2022;0;Pública;;B;2,0;2,0;0,0;False;Adequado;7,914;Ametista;10,0;9,3;7,5;;5,8;7,611;10,0;7,5;4,0;;3,0;163;22;3;False;False;0;2022;False;1
RA-338;2022;Aluno-338;M;12,0;2010,0;2019;3;Pública;;B;2,0;3,0;-1,0;True;Moderada (1);6,837;Ágata;8,5;7,3;7,5;;5,8;7,611;5,0;5,3;6,2;;3,0;544;84;10;False;False;-1;2019;True;3
RA-338;2023;Aluno-338;M;13,0;2010,0;2019;4;Pública;;3D;3,0;3,0;0,0;False;Adequado;8,287441667;Topázio;8,3;9,1;7,52;8,59375;6,7;8,38;10,0;8,7;7,0;4,5;4,0;;;;;;0;2019;True;3
RA-338;2024;Aluno-338;M;14,0;2010,0;2019;5;Pública;EE Leonice de Aquino Oliveira;4B;4,0;4,0;0,0;False;Adequado;8,052795331466667;Topázio;9,168;7,441643324;7,51;7,625;6,833333333333333;8,8375;10,0;5,0;8,0;7,5;4,0;;;;;;0;2021;True;3
RA-339;2022;Aluno-339;F;11,0;2011,0;2019;3;Pública;;B;2,0;2,0;0,0;False;Adequado;8,488;Topázio;6,9;9,9;7,5;;8,1;8,889;10,0;7,1;9,2;;3,0;36;3;1;True;True;0;2019;True;3
RA-339;2023;Aluno-339;F;12,0;2011,0;2019;4;Pública;;3D;3,0;3,0;0,0;False;Adequado;7,377583333;Ametista;0,0;8,9;7,52;7,8125;7,1;8,255;10,0;7,7;5,7;7,8;4,0;;;;;;0;2019;True;3
RA-339;2024;Aluno-339;F;13,0;2011,0;2019;5;Pública;EE Leonice de Aquino Oliveira;4A;4,0;3,0;1,0;False;Adiantado;7,711540746133334;Ametista;7,5;7,155537064000001;5,635;8,0;8,166666666666666;7,668;10,0;8,0;7,0;9,5;5,0;;;;;;1;2021;True;3
RA-34;2022;Aluno-34;M;17,0;2005,0;2016;6;Privada - Parceira;;A;6,0;7,0;-1,0;True;Moderada (1);6,259;Ágata;9,6;4,8;8,1;;3,8;7,278;5,0;4,7;4,0;2,8;4,0;692;13;13;False;False;-1;2016;False;2
RA-34;2023;Aluno-34;M;18,0;2005,0;2016;7;Privada - Bolsa 100%;;8E;8,0;8,0;0,0;False;Adequado;;;;;;;;;10,0;;;;;;;;;;0;2016;False;2
RA-340;2022;Aluno-340;M;11,0;2011,0;2017;5;Pública;;B;2,0;2,0;0,0;False;Adequado;7,721;Ametista;9,0;8,2;7,5;;6,5;7,667;10,0;6,0;7,0;;3,0;229;36;5;False;False;0;2017;True;3
RA-340;2023;Aluno-340;M;12,0;2011,0;2017;6;Pública;;2B;2,0;3,0;-1,0;True;Moderada (1);7,059666667;Ametista;0,0;9,6;2,52;9,166666667;8,9;8,505;5,0;9,0;8,7;;3,0;;;;;;-1;2017;True;3
RA-340;2024;Aluno-340;M;13,0;2011,0;2017;7;Pública;EE Alexandre Rodrigues Nogueira;3D;3,0;3,0;0,0;False;Adequado;6,715437329466668;Ágata;7,917;6,585769980666666;7,51;6,5625;5,166666666666667;5,83;10,0;6,0;7,0;2,5;4,0;;;;;;0;2021;True;3
RA-341;2022;Aluno-341;M;12,0;2010,0;2022;0;Pública;;B;2,0;3,0;-1,0;True;Moderada (1);6,854;Ágata;8,0;7,7;7,5;;5,8;7,5;5,0;5,0;6,5;;3,0;537;83;9;False;False;-1;2022;False;1
RA-342;2022;Aluno-342;F;14,0;2008,0;2021;1;Pública;;B;2,0;4,0;-2,0;True;Alta (2);6,941;Ágata;9,0;6,7;7,5;;6,6;7,5;5,0;5,5;7,7;;3,0;511;77;7;False;False;-2;2021;False;3
RA-342;2023;Aluno-342;F;15,0;2008,0;2021;2;Pública;;3D;3,0;5,0;-2,0;True;Alta (2);7,539875;Ametista;7,5;8,6;7,52;7,96875;6,6;8,505;5,0;6,3;7,8;5,7;4,0;;;;;;-2;2021;False;3
RA-342;2024;Aluno-342;F;16,0;2008,0;2021;3;Pública;EE Mario Francisco de Amorim;4C;4,0;5,0;-1,0;True;Moderada (1);6,757026587266667;Ágata;8,751;7,728174603333334;6,26;7,65625;4,5;7,723333333;5,0;6,5;7,0;0,0;3,0;;;;;;-1;2021;False;3
RA-343;2022;Aluno-343;M;14,0;2008,0;2020;2;Pública;;B;2,0;4,0;-2,0;True;Alta (2);6,9;Ágata;9,5;7,4;7,5;;5,9;7,167;5,0;4,2;7,7;;3,0;525;80;8;False;False;-2;2020;False;2
RA-343;2023;Aluno-343;M;15,0;2008,0;2020;3;Pública;;3B;3,0;5,0;-2,0;True;Alta (2);6,779591667;Ágata;9,2;7,2;6,26;7,65625;5,7;6,9225;5,0;4,5;6,7;6,0;4,0;;;;;;-2;2020;False;2
RA-344;2022;Aluno-344;M;11,0;2011,0;2019;3;Pública;;B;2,0;2,0;0,0;False;Adequado;7,263;Ametista;8,5;8,3;7,5;;4,5;7,5;10,0;2,3;6,7;;3,0;409;60;6;False;False;0;2019;False;1
RA-345;2022;Aluno-345;M;13,0;2009,0;2021;1;Pública;;B;2,0;3,0;-1,0;True;Moderada (1);5,75;Quartzo;9,5;5,4;5,6;;3,6;6,667;5,0;1,3;5,8;;3,0;754;139;12;False;False;-1;2021;False;2
RA-345;2023;Aluno-345;M;14,0;2009,0;2021;2;Pública;;3B;3,0;4,0;-1,0;True;Moderada (1);6,534766667;Ágata;8,8;6,8;6,26;8,125;4,6;7,1725;5,0;5,7;5,7;2,5;4,0;;;;;;-1;2021;False;2
RA-346;2022;Aluno-346;M;10,0;2012,0;2022;0;Pública;;B;2,0;2,0;0,0;False;Adequado;8,143;Topázio;10,0;9,1;7,5;;7,0;7,889;10,0;6,0;8,0;;3,0;102;14;2;False;False;0;2022;False;3
RA-346;2023;Aluno-346;M;11,0;2012,0;2022;1;Pública;;3B;3,0;2,0;1,0;False;Adiantado;7,305541667;Ametista;0,0;9,4;8,14;7,96875;6,2;7,84;10,0;6,7;5,5;6,5;4,0;;;;;;1;2022;False;3
RA-346;2024;Aluno-346;M;12,0;2012,0;2022;2;Pública;Rede Decisão - Unidade União;3A;3,0;3,0;0,0;False;Adequado;7,761749603200001;Ametista;10,002;9,149206349333332;2,51;7,96875;6,166666666666667;8,2525;10,0;6,0;4,5;8,0;4,0;;;;;;0;2022;False;3
RA-347;2022;Aluno-347;F;12,0;2010,0;2019;3;Pública;;B;2,0;3,0;-1,0;True;Moderada (1);7,908;Ametista;9,0;10,0;5,6;;8,5;8,0;5,0;8,5;8,5;;3,0;167;24;4;False;True;-1;2019;True;3
RA-347;2023;Aluno-347;F;13,0;2010,0;2019;4;Pública;;3D;3,0;3,0;0,0;False;Adequado;7,61835;Ametista;6,7;9,5;2,52;7,8125;7,3;7,7925;10,0;6,7;6,2;9,0;4,0;;;;;;0;2019;True;3
RA-347;2024;Aluno-347;F;14,0;2010,0;2019;5;Pública;EE Leonice de Aquino Oliveira;4A;4,0;3,0;1,0;False;Adiantado;8,384742583733333;Topázio;8,751;9,673046252;6,885;8,0;7,666666666666667;7,766;10,0;6,5;7,5;9,0;5,0;;;;;;1;2021;True;3
RA-348;2022;Aluno-348;M;12,0;2010,0;2022;0;Pública;;B;2,0;3,0;-1,0;True;Moderada (1);5,864;Quartzo;9,0;8,7;7,5;;1,8;5,833;5,0;0,5;3,0;;3,0;741;135;11;False;False;-1;2022;False;2
RA-348;2023;Aluno-348;M;13,0;2010,0;2022;1;Pública;;2B;2,0;3,0;-1,0;True;Moderada (1);6,817866667;Ágata;10,0;8,7;2,52;8,541666667;4,4;8,0075;5,0;2,0;6,7;;3,0;;;;;;-1;2022;False;2
RA-349;2022;Aluno-349;M;12,0;2010,0;2021;1;Pública;;B;2,0;3,0;-1,0;True;Moderada (1);5,658;Quartzo;9,5;7,7;7,5;;3,7;3,944;5,0;2,2;5,2;;3,0;770;143;13;False;False;-1;2021;False;1
RA-35;2022;Aluno-35;F;17,0;2005,0;2019;3;Privada - Parceira;;A;6,0;7,0;-1,0;True;Moderada (1);8,965;Topázio;10,0;9,6;9,4;;8,5;10,0;5,0;9,0;7,1;9,3;4,0;5;1;1;True;False;-1;2019;True;3
RA-35;2023;Aluno-35;F;18,0;2005,0;2019;4;Privada - Bolsa 100%;;8E;8,0;8,0;0,0;False;Adequado;;;;;;;;;10,0;;;;;;;;;;0;2019;True;3
RA-35;2024;Aluno-35;F;19,0;2005,0;2019;5;Privada - Bolsa 100%;ESPM;8E;8,0;8,0;0,0;False;Adequado;;;;0,0;;;;;10,0;;;;0,0;;;;;;0;2021;True;3
RA-350;2022;Aluno-350;F;11,0;2011,0;2022;0;Pública;;D;2,0;2,0;0,0;False;Adequado;8,206;Topázio;10,0;8,8;7,5;;6,5;8,611;10,0;7,0;6,0;;3,0;84;10;2;True;False;0;2022;False;2
RA-350;2023;Aluno-350;F;12,0;2011,0;2022;1;Pública;;2D;2,0;3,0;-1,0;True;Moderada (1);7,972033333;Ametista;10,0;9,7;2,52;8,958333333;9,0;7,92;5,0;8,8;9,2;;3,0;;;;;;-1;2022;False;2
RA-351;2022;Aluno-351;M;14,0;2008,0;2022;0;Pública;;D;2,0;4,0;-2,0;True;Alta (2);6,622;Ágata;9,0;7,2;7,5;;4,0;8,111;5,0;3,2;4,8;;3,0;618;107;7;False;False;-2;2022;False;1
RA-352;2022;Aluno-352;M;11,0;2011,0;2019;3;Pública;;D;2,0;2,0;0,0;False;Adequado;7,834;Ametista;9,0;8,1;5,6;;7,0;8,389;10,0;7,3;6,7;;3,0;191;31;4;True;False;0;2019;True;3
RA-352;2023;Aluno-352;M;12,0;2011,0;2019;4;Pública;;3B;3,0;3,0;0,0;False;Adequado;7,840341667;Ametista;9,2;8,1;6,26;7,96875;7,2;7,17;10,0;8,2;6,0;7,5;4,0;;;;;;0;2019;True;3
RA-352;2024;Aluno-352;M;13,0;2011,0;2019;5;Pública;EE Loris Nassif Mattar Profa;4B;4,0;3,0;1,0;False;Adiantado;5,9794829346;Quartzo;8,334;4,453748006333333;6,26;6,375;3,1666666666666665;6,7925;10,0;2,0;5,5;2,0;4,0;;;;;;1;2021;True;3
RA-353;2022;Aluno-353;F;11,0;2011,0;2022;0;Pública;;D;2,0;2,0;0,0;False;Adequado;8,264;Topázio;7,0;10,0;7,5;;7,5;8,444;10,0;8,0;7,0;;3,0;69;7;1;True;False;0;2022;False;2
RA-353;2023;Aluno-353;F;12,0;2011,0;2022;1;Pública;;3D;3,0;3,0;0,0;False;Adequado;8,309016667;Topázio;8,8;9,9;2,52;7,8125;8,4;8,67;10,0;8,5;7,3;9,5;4,0;;;;;;0;2022;False;2
RA-354;2022;Aluno-354;F;13,0;2009,0;2018;4;Pública;;D;2,0;3,0;-1,0;True;Moderada (1);5,858;Quartzo;8,5;4,3;7,5;;4,5;7,333;5,0;2,8;6,2;;3,0;742;136;9;False;False;-1;2018;False;1
RA-355;2022;Aluno-355;F;12,0;2010,0;2018;4;Pública;;D;2,0;3,0;-1,0;True;Moderada (1);5,379;Quartzo;5,8;5,0;7,5;;4,5;6,056;5,0;5,5;3,5;;3,0;796;151;11;False;False;-1;2018;False;1
RA-356;2022;Aluno-356;M;12,0;2010,0;2019;3;Pública;;D;2,0;3,0;-1,0;True;Moderada (1);6,69;Ágata;10,0;8,4;5,0;;4,6;8,278;5,0;5,3;3,8;;3,0;591;97;6;False;False;-1;2019;True;3
RA-356;2023;Aluno-356;M;13,0;2010,0;2019;4;Pública;;3C;3,0;3,0;0,0;False;Adequado;6,452008333;Ágata;9,2;8,5;2,52;6,09375;3,4;6,5025;10,0;4,3;4,5;1,3;4,0;;;;;;0;2019;True;3
RA-356;2024;Aluno-356;M;14,0;2010,0;2019;5;Pública;EE Alexandre Rodrigues Nogueira;4B;4,0;3,0;1,0;False;Adiantado;6,627336016533334;Ágata;8,334;6,656346749333334;5,635;5,25;5,333333333333333;6,5375;10,0;1,0;7,0;8,0;4,0;;;;;;1;2021;True;3
RA-357;2022;Aluno-357;M;12,0;2010,0;2022;0;Pública;;D;2,0;3,0;-1,0;True;Moderada (1);7,836;Ametista;8,0;9,6;7,5;;8,5;7,778;5,0;10,0;7,0;;3,0;190;30;3;False;False;-1;2022;False;3
RA-357;2023;Aluno-357;M;13,0;2010,0;2022;1;Pública;;2I;2,0;3,0;-1,0;True;Moderada (1);8,2832;Topázio;8,5;9,6;7,52;8,75;8,7;8,23;5,0;8,7;8,7;;3,0;;;;;;-1;2022;False;3
RA-357;2024;Aluno-357;M;14,0;2010,0;2022;2;Pública;EE Joaquim Mendes Feliz;3I;3,0;4,0;-1,0;True;Moderada (1);7,731569404200001;Ametista;8,751;9,028180354333331;8,135;7,875;7,666666666666667;7,0825;5,0;8,5;7,0;7,5;4,0;;;;;;-1;2022;False;3
RA-358;2022;Aluno-358;M;13,0;2009,0;2022;0;Pública;;D;2,0;3,0;-1,0;True;Moderada (1);5,412;Quartzo;7,5;6,5;7,5;;0,0;7,556;5,0;0,0;0,0;;3,0;795;150;10;False;False;-1;2022;False;1
RA-359;2022;Aluno-359;F;12,0;2010,0;2019;3;Pública;;D;2,0;3,0;-1,0;True;Moderada (1);6,606;Ágata;9,0;7,0;7,5;;4,6;7,5;5,0;3,3;5,8;;3,0;625;108;8;False;False;-1;2019;True;3
RA-359;2023;Aluno-359;F;13,0;2010,0;2019;4;Pública;;3C;3,0;3,0;0,0;False;Adequado;7,627125;Ametista;9,6;9,2;2,52;7,65625;5,8;8,255;10,0;6,0;6,7;4,7;4,0;;;;;;0;2019;True;3
RA-359;2024;Aluno-359;F;14,0;2010,0;2019;5;Pública;EE Joaquim Mendes Feliz;4C;4,0;3,0;1,0;False;Adiantado;7,492006349133335;Ametista;9,168;7,162698412666667;6,26;7,5;5,5;8,333333333;10,0;4,0;4,5;8,0;3,0;;;;;;1;2021;True;3
RA-36;2022;Aluno-36;F;17,0;2005,0;2019;3;Privada - Parceira;;A;6,0;7,0;-1,0;True;Moderada (1);7,876;Ametista;9,2;9,0;6,9;;6,8;8,944;5,0;8,5;4,3;7,8;4,0;177;7;7;True;False;-1;2019;True;3
RA-36;2023;Aluno-36;F;18,0;2005,0;2019;4;Privada - Bolsa 100%;;8E;8,0;8,0;0,0;False;Adequado;;;;;;;;;10,0;;;;;;;;;;0;2019;True;3
RA-36;2024;Aluno-36;F;19,0;2005,0;2019;5;Privada - Bolsa 100%;Universidade Santo Amaro (UNISA);8E;8,0;8,0;0,0;False;Adequado;;;;0,0;;;;;10,0;;;;0,0;;;;;;0;2021;True;3
RA-360;2022;Aluno-360;F;12,0;2010,0;2019;3;Pública;;D;2,0;3,0;-1,0;True;Moderada (1);7,075;Ametista;9,5;8,5;7,5;;5,2;7,5;5,0;4,7;5,7;;3,0;463;70;5;False;False;-1;2019;True;3
RA-360;2023;Aluno-360;F;13,0;2010,0;2019;4;Pública;;3C;3,0;3,0;0,0;False;Adequado;5,790875;Quartzo;0,0;7,3;2,52;7,34375;4,3;7,4225;10,0;5,3;4,8;2,8;4,0;;;;;;0;2019;True;3
RA-360;2024;Aluno-360;F;14,0;2010,0;2019;5;Pública;EE Paschoal Carlos Magno;3C;3,0;4,0;-1,0;True;Moderada (1);6,293175689166667;Ágata;8,334;5,618045113;5,0;7,708333333;5,833333333333333;6,993333333;5,0;4,0;6,0;7,5;3,0;;;;;;-1;2021;True;3
RA-361;2022;Aluno-361;F;13,0;2009,0;2022;0;Pública;;F;2,0;3,0;-1,0;True;Moderada (1);6,731;Ágata;7,9;9,2;6,3;;5,0;6,778;5,0;4,0;6,0;;3,0;576;93;16;False;False;-1;2022;False;1
RA-362;2022;Aluno-362;F;12,0;2010,0;2018;4;Pública;;F;2,0;3,0;-1,0;True;Moderada (1);7,413;Ametista;8,5;7,9;7,5;;7,9;7,5;5,0;6,5;9,3;;3,0;350;51;7;False;False;-1;2018;False;2
RA-362;2023;Aluno-362;F;13,0;2010,0;2018;5;Pública;;3G;3,0;3,0;0,0;False;Adequado;6,392625;Ágata;0,0;7,5;7,52;7,03125;5,1;7,0875;10,0;5,7;6,8;2,8;4,0;;;;;;0;2018;False;2
RA-363;2022;Aluno-363;M;12,0;2010,0;2022;0;Pública;;F;2,0;3,0;-1,0;True;Moderada (1);6,644;Ágata;10,0;10,0;6,9;;2,0;7,056;5,0;1,0;3,0;;3,0;610;104;17;False;False;-1;2022;False;3
RA-363;2023;Aluno-363;M;13,0;2010,0;2022;1;Pública;;2F;2,0;3,0;-1,0;True;Moderada (1);6,680833333;Ágata;0,0;9,9;2,52;8,541666667;6,8;8,673333333;5,0;6,8;6,8;;3,0;;;;;;-1;2022;False;3
RA-363;2024;Aluno-363;M;14,0;2010,0;2022;2;Privada;Colégio Nogueira e Sonho de Criança;3D;3,0;3,0;0,0;False;Adequado;7,617803571466666;Ametista;9,585;9,523809524;5,625;7,34375;5,333333333333333;6,955;10,0;4,0;3,5;8,5;4,0;;;;;;0;2022;False;3
RA-364;2022;Aluno-364;M;11,0;2011,0;2019;3;Pública;;F;2,0;2,0;0,0;False;Adequado;8,75;Topázio;9,5;10,0;7,5;;8,8;8,167;10,0;9,5;8,0;;3,0;12;1;1;False;False;0;2019;True;3
RA-364;2023;Aluno-364;M;12,0;2011,0;2019;4;Pública;;3G;3,0;3,0;0,0;False;Adequado;7,734891667;Ametista;8,8;9,0;6,89;7,03125;5,8;7,505;10,0;8,0;5,2;4,3;4,0;;;;;;0;2019;True;3
RA-364;2024;Aluno-364;M;13,0;2011,0;2019;5;Pública;EE Leonice de Aquino Oliveira;3G;3,0;3,0;0,0;False;Adequado;8,2697037582;Topázio;8,751;9,526143791;7,51;7,96875;7,5;7,2075;10,0;8,0;5,0;9,5;4,0;;;;;;0;2021;True;3
RA-365;2022;Aluno-365;F;10,0;2012,0;2022;0;Pública;;F;2,0;2,0;0,0;False;Adequado;8,063;Topázio;8,0;10,0;5,0;;7,8;7,833;10,0;6,0;9,5;;3,0;129;17;3;False;False;0;2022;False;3
RA-365;2023;Aluno-365;F;10,0;2012,0;2022;1;Pública;;2G;2,0;2,0;0,0;False;Adequado;8,6587;Topázio;10,0;9,9;2,52;8,958333333;8,7;8,953333333;10,0;8,2;9,2;;3,0;;;;;;0;2022;False;3
RA-365;2024;Aluno-365;F;11,0;2012,0;2022;2;Pública;EE Loris Nassif Mattar Profa;3H;3,0;2,0;1,0;False;Adiantado;8,526983333333334;Topázio;9,585;10,0;7,51;8,4375;6,666666666666667;8,202;10,0;8,0;7,0;5,0;5,0;;;;;;1;2022;False;3
RA-366;2022;Aluno-366;M;12,0;2010,0;2022;0;Pública;;F;2,0;3,0;-1,0;True;Moderada (1);7,181;Ametista;9,5;9,4;7,5;;5,5;6,833;5,0;6,0;5,0;;3,0;437;67;9;False;False;-1;2022;False;1
RA-367;2022;Aluno-367;F;12,0;2010,0;2018;4;Pública;;F;2,0;3,0;-1,0;True;Moderada (1);6,95;Ágata;8,5;7,4;6,3;;6,7;7,5;5,0;5,2;8,2;;3,0;506;76;14;False;False;-1;2018;True;3
RA-367;2023;Aluno-367;F;12,0;2010,0;2018;5;Pública;;3F;3,0;3,0;0,0;False;Adequado;7,38685;Ametista;8,8;8,7;2,52;7,8125;5,9;7,7925;10,0;7,0;5,5;5,2;4,0;;;;;;0;2018;True;3
